REGION,YEAR,WEEK,% WEIGHTED ILI
Region 9,2007,30,0.558366
Region 10,2007,30,0.700977
National,2007,30,0.649058
Region 1,2007,31,0.448218
Region 2,2007,31,0.356802
Region 3,2007,31,1.24556
Region 4,2007,31,0.302753
Region 5,2007,31,0.322982
Region 6,2007,31,1.55284
Region 7,2007,31,0.183649
Region 8,2007,31,0.129499
Region 9,2007,31,0.431125
Region 10,2007,31,0.554564
National,2007,31,0.568338
Region 1,2007,32,0.13698
Region 2,2007,32,0.327277
Region 3,2007,32,1.27269
Region 4,2007,32,0.320163
Region 5,2007,32,0.504487
Region 6,2007,32,1.65421
Region 7,2007,32,0.21646
Region 8,2007,32,0.169638
Region 9,2007,32,0.734231
Region 10,2007,32,0.602031
National,2007,32,0.651546
Region 1,2007,33,0.2925
Region 2,2007,33,0.466167
Region 3,2007,33,1.0961
Region 4,2007,33,0.411495
Region 5,2007,33,0.461841
Region 6,2007,33,1.33616
Region 7,2007,33,0.222957
Region 8,2007,33,0.115946
Region 9,2007,33,0.831527
Region 10,2007,33,0.647891
National,2007,33,0.652176
Region 1,2007,34,0.310451
Region 2,2007,34,0.535673
Region 3,2007,34,1.28948
Region 4,2007,34,0.382004
Region 5,2007,34,0.456873
Region 6,2007,34,1.67297
Region 7,2007,34,0.19209
Region 8,2007,34,0.120707
Region 9,2007,34,1.45125
Region 10,2007,34,0.584399
National,2007,34,0.803849
Region 1,2007,35,0.362905
Region 2,2007,35,0.343697
Region 3,2007,35,1.65398
Region 4,2007,35,0.463961
Region 5,2007,35,0.538357
Region 6,2007,35,1.54033
Region 7,2007,35,0.246951
Region 8,2007,35,0.182903
Region 9,2007,35,1.10719
Region 10,2007,35,0.559276
National,2007,35,0.787458
Region 1,2007,36,0.314987
Region 2,2007,36,0.228742
Region 3,2007,36,2.84099
Region 4,2007,36,0.495826
Region 5,2007,36,0.797994
Region 6,2007,36,1.56958
Region 7,2007,36,0.297699
Region 8,2007,36,0.219154
Region 9,2007,36,1.05399
Region 10,2007,36,0.703426
National,2007,36,0.943263
Region 1,2007,37,0.267262
Region 2,2007,37,0.356004
Region 3,2007,37,2.15404
Region 4,2007,37,0.411066
Region 5,2007,37,0.736036
Region 6,2007,37,1.90625
Region 7,2007,37,0.439911
Region 8,2007,37,0.156633
Region 9,2007,37,1.33615
Region 10,2007,37,0.660367
National,2007,37,0.946932
Region 1,2007,38,0.310882
Region 2,2007,38,0.330656
Region 3,2007,38,1.5804
Region 4,2007,38,0.451322
Region 5,2007,38,0.904516
Region 6,2007,38,2.28819
Region 7,2007,38,0.430645
Region 8,2007,38,0.176977
Region 9,2007,38,1.33589
Region 10,2007,38,0.95465
National,2007,38,0.987146
Region 1,2007,39,0.48859
Region 2,2007,39,0.449215
Region 3,2007,39,2.03439
Region 4,2007,39,0.384767
Region 5,2007,39,0.868047
Region 6,2007,39,2.29889
Region 7,2007,39,0.299239
Region 8,2007,39,0.129004
Region 9,2007,39,1.52965
Region 10,2007,39,0.960217
National,2007,39,1.05206
Region 1,2007,40,0.639188
Region 2,2007,40,0.926783
Region 3,2007,40,0.98902
Region 4,2007,40,0.97359
Region 5,2007,40,0.853527
Region 6,2007,40,2.14619
Region 7,2007,40,0.461688
Region 8,2007,40,0.487275
Region 9,2007,40,0.920157
Region 10,2007,40,0.318574
National,2007,40,0.995184
Region 1,2007,41,0.654941
Region 2,2007,41,0.960494
Region 3,2007,41,1.27655
Region 4,2007,41,1.04061
Region 5,2007,41,1.06192
Region 6,2007,41,2.7143
Region 7,2007,41,0.304498
Region 8,2007,41,0.81407
Region 9,2007,41,1.25408
Region 10,2007,41,0.885314
National,2007,41,1.22003
Region 1,2007,42,0.722342
Region 2,2007,42,1.09113
Region 3,2007,42,1.23889
Region 4,2007,42,1.01389
Region 5,2007,42,0.992094
Region 6,2007,42,2.91431
Region 7,2007,42,0.601578
Region 8,2007,42,0.864283
Region 9,2007,42,1.38133
Region 10,2007,42,1.2076
National,2007,42,1.28548
Region 1,2007,43,0.944545
Region 2,2007,43,1.14803
Region 3,2007,43,1.24232
Region 4,2007,43,1.07717
Region 5,2007,43,1.16033
Region 6,2007,43,3.16727
Region 7,2007,43,0.697844
Region 8,2007,43,0.865615
Region 9,2007,43,1.30818
Region 10,2007,43,1.43834
National,2007,43,1.3775
Region 1,2007,44,0.988923
Region 2,2007,44,1.29067
Region 3,2007,44,1.21105
Region 4,2007,44,1.21261
Region 5,2007,44,1.18563
Region 6,2007,44,3.4854
Region 7,2007,44,0.831841
Region 8,2007,44,1.21097
Region 9,2007,44,1.3541
Region 10,2007,44,1.69625
National,2007,44,1.46725
Region 1,2007,45,0.906593
Region 2,2007,45,1.40937
Region 3,2007,45,1.34162
Region 4,2007,45,1.31478
Region 5,2007,45,1.20668
Region 6,2007,45,3.64891
Region 7,2007,45,0.563685
Region 8,2007,45,1.14238
Region 9,2007,45,1.34578
Region 10,2007,45,2.19191
National,2007,45,1.55841
Region 1,2007,46,0.751596
Region 2,2007,46,1.46995
Region 3,2007,46,1.59646
Region 4,2007,46,1.54378
Region 5,2007,46,1.39073
Region 6,2007,46,3.42365
Region 7,2007,46,0.706873
Region 8,2007,46,1.20027
Region 9,2007,46,1.16734
Region 10,2007,46,2.33859
National,2007,46,1.61958
Region 1,2007,47,1.01989
Region 2,2007,47,1.5891
Region 3,2007,47,1.75044
Region 4,2007,47,1.69288
Region 5,2007,47,1.41559
Region 6,2007,47,3.88947
Region 7,2007,47,0.730859
Region 8,2007,47,0.983641
Region 9,2007,47,1.68557
Region 10,2007,47,2.178
National,2007,47,1.8112
Region 1,2007,48,0.938472
Region 2,2007,48,1.72477
Region 3,2007,48,1.53877
Region 4,2007,48,1.38232
Region 5,2007,48,1.24002
Region 6,2007,48,3.73961
Region 7,2007,48,0.719729
Region 8,2007,48,1.00716
Region 9,2007,48,1.40761
Region 10,2007,48,1.3627
National,2007,48,1.61865
Region 1,2007,49,1.00605
Region 2,2007,49,1.59613
Region 3,2007,49,1.71607
Region 4,2007,49,1.29515
Region 5,2007,49,1.26467
Region 6,2007,49,3.07706
Region 7,2007,49,1.02119
Region 8,2007,49,1.00557
Region 9,2007,49,1.4531
Region 10,2007,49,2.93393
National,2007,49,1.62124
Region 1,2007,50,0.893558
Region 2,2007,50,1.77682
Region 3,2007,50,1.57633
Region 4,2007,50,1.3644
Region 5,2007,50,1.29717
Region 6,2007,50,2.90021
Region 7,2007,50,1.17368
Region 8,2007,50,0.906114
Region 9,2007,50,1.80998
Region 10,2007,50,2.90953
National,2007,50,1.67351
Region 1,2007,51,0.939968
Region 2,2007,51,1.78266
Region 3,2007,51,2.07675
Region 4,2007,51,1.78535
Region 5,2007,51,1.66582
Region 6,2007,51,3.04824
Region 7,2007,51,1.05295
Region 8,2007,51,1.1429
Region 9,2007,51,2.40743
Region 10,2007,51,2.19739
National,2007,51,1.95096
Region 1,2007,52,1.18507
Region 2,2007,52,1.95936
Region 3,2007,52,2.61962
Region 4,2007,52,2.06027
Region 5,2007,52,1.98366
Region 6,2007,52,3.96793
Region 7,2007,52,1.74163
Region 8,2007,52,1.47885
Region 9,2007,52,3.64523
Region 10,2007,52,2.76082
National,2007,52,2.50019
Region 1,2008,1,1.55353
Region 2,2008,1,2.06569
Region 3,2008,1,3.07628
Region 4,2008,1,1.70524
Region 5,2008,1,2.07723
Region 6,2008,1,3.94392
Region 7,2008,1,1.38368
Region 8,2008,1,0.988493
Region 9,2008,1,3.65264
Region 10,2008,1,1.44285
National,2008,1,2.43939
Region 1,2008,2,1.30913
Region 2,2008,2,1.8336
Region 3,2008,2,2.28204
Region 4,2008,2,1.41742
Region 5,2008,2,1.84041
Region 6,2008,2,4.72509
Region 7,2008,2,1.33307
Region 8,2008,2,0.95025
Region 9,2008,2,3.07964
Region 10,2008,2,3.00751
National,2008,2,2.29319
Region 1,2008,3,1.21744
Region 2,2008,3,1.89204
Region 3,2008,3,2.33492
Region 4,2008,3,1.92459
Region 5,2008,3,2.56758
Region 6,2008,3,4.78586
Region 7,2008,3,1.46635
Region 8,2008,3,0.950288
Region 9,2008,3,3.45446
Region 10,2008,3,3.84687
National,2008,3,2.62907
Region 1,2008,4,1.36279
Region 2,2008,4,2.4554
Region 3,2008,4,4.09728
Region 4,2008,4,2.68859
Region 5,2008,4,3.73075
Region 6,2008,4,7.61878
Region 7,2008,4,2.27307
Region 8,2008,4,1.32218
Region 9,2008,4,4.70055
Region 10,2008,4,7.43329
National,2008,4,3.92966
Region 1,2008,5,2.20173
Region 2,2008,5,3.21603
Region 3,2008,5,4.00461
Region 4,2008,5,4.44768
Region 5,2008,5,4.68712
Region 6,2008,5,10.237
Region 7,2008,5,4.31218
Region 8,2008,5,2.01087
Region 9,2008,5,4.64486
Region 10,2008,5,8.3698
National,2008,5,4.99202
Region 1,2008,6,3.1347
Region 2,2008,6,4.07719
Region 3,2008,6,4.85672
Region 4,2008,6,6.2761
Region 5,2008,6,5.34771
Region 6,2008,6,10.3372
Region 7,2008,6,5.33751
Region 8,2008,6,2.67741
Region 9,2008,6,5.46213
Region 10,2008,6,6.03678
National,2008,6,5.7776
Region 1,2008,7,4.20399
Region 2,2008,7,4.37785
Region 3,2008,7,5.01652
Region 4,2008,7,5.67884
Region 5,2008,7,5.51726
Region 6,2008,7,9.70153
Region 7,2008,7,6.63937
Region 8,2008,7,2.97595
Region 9,2008,7,6.44673
Region 10,2008,7,7.20168
National,2008,7,5.98318
Region 1,2008,8,3.98497
Region 2,2008,8,4.17348
Region 3,2008,8,4.71245
Region 4,2008,8,6.24678
Region 5,2008,8,5.37579
Region 6,2008,8,8.20703
Region 7,2008,8,6.68552
Region 8,2008,8,4.36242
Region 9,2008,8,4.66482
Region 10,2008,8,7.32025
National,2008,8,5.61677
Region 1,2008,9,3.17721
Region 2,2008,9,3.60569
Region 3,2008,9,3.7026
Region 4,2008,9,4.8719
Region 5,2008,9,4.79521
Region 6,2008,9,6.60168
Region 7,2008,9,6.36559
Region 8,2008,9,2.86438
Region 9,2008,9,3.18945
Region 10,2008,9,5.90402
National,2008,9,4.53234
Region 1,2008,10,2.93119
Region 2,2008,10,2.7824
Region 3,2008,10,3.28036
Region 4,2008,10,3.75025
Region 5,2008,10,4.22163
Region 6,2008,10,6.32418
Region 7,2008,10,4.64294
Region 8,2008,10,2.85694
Region 9,2008,10,2.81888
Region 10,2008,10,3.81663
National,2008,10,3.83249
Region 1,2008,11,2.45089
Region 2,2008,11,3.04135
Region 3,2008,11,2.81477
Region 4,2008,11,2.83427
Region 5,2008,11,3.60562
Region 6,2008,11,4.93447
Region 7,2008,11,3.30121
Region 8,2008,11,2.22548
Region 9,2008,11,2.60852
Region 10,2008,11,3.5022
National,2008,11,3.21522
Region 1,2008,12,1.91642
Region 2,2008,12,2.92047
Region 3,2008,12,2.57172
Region 4,2008,12,2.17353
Region 5,2008,12,3.08465
Region 6,2008,12,4.51543
Region 7,2008,12,2.36192
Region 8,2008,12,1.50992
Region 9,2008,12,1.94515
Region 10,2008,12,2.81469
National,2008,12,2.69245
Region 1,2008,13,1.45962
Region 2,2008,13,2.64807
Region 3,2008,13,1.75892
Region 4,2008,13,1.56946
Region 5,2008,13,2.22453
Region 6,2008,13,3.05563
Region 7,2008,13,2.10387
Region 8,2008,13,1.34079
Region 9,2008,13,1.5557
Region 10,2008,13,2.47765
National,2008,13,2.03366
Region 1,2008,14,1.21644
Region 2,2008,14,2.0942
Region 3,2008,14,1.65973
Region 4,2008,14,1.31164
Region 5,2008,14,1.64185
Region 6,2008,14,2.76556
Region 7,2008,14,1.70095
Region 8,2008,14,0.987242
Region 9,2008,14,1.30235
Region 10,2008,14,1.26383
National,2008,14,1.65275
Region 1,2008,15,0.911753
Region 2,2008,15,1.78395
Region 3,2008,15,1.57293
Region 4,2008,15,1.18424
Region 5,2008,15,1.26241
Region 6,2008,15,2.17983
Region 7,2008,15,1.06217
Region 8,2008,15,0.76111
Region 9,2008,15,0.807709
Region 10,2008,15,0.886087
National,2008,15,1.3113
Region 1,2008,16,0.797581
Region 2,2008,16,1.15599
Region 3,2008,16,1.43742
Region 4,2008,16,0.987935
Region 5,2008,16,1.13792
Region 6,2008,16,2.06148
Region 7,2008,16,1.07025
Region 8,2008,16,0.698421
Region 9,2008,16,0.956621
Region 10,2008,16,0.565805
National,2008,16,1.1652
Region 1,2008,17,0.859879
Region 2,2008,17,0.972936
Region 3,2008,17,1.26248
Region 4,2008,17,0.903006
Region 5,2008,17,0.91332
Region 6,2008,17,1.40762
Region 7,2008,17,0.874566
Region 8,2008,17,0.436626
Region 9,2008,17,1.09751
Region 10,2008,17,1.00004
National,2008,17,1.02035
Region 1,2008,18,0.525096
Region 2,2008,18,0.847265
Region 3,2008,18,1.02922
Region 4,2008,18,0.796691
Region 5,2008,18,0.808578
Region 6,2008,18,1.16304
Region 7,2008,18,0.666545
Region 8,2008,18,0.335484
Region 9,2008,18,0.847753
Region 10,2008,18,1.67568
National,2008,18,0.877607
Region 1,2008,19,0.461102
Region 2,2008,19,0.832619
Region 3,2008,19,0.824627
Region 4,2008,19,0.71973
Region 5,2008,19,0.661598
Region 6,2008,19,1.42668
Region 7,2008,19,0.641965
Region 8,2008,19,0.318113
Region 9,2008,19,0.727232
Region 10,2008,19,1.6968
National,2008,19,0.825107
Region 1,2008,20,0.346685
Region 2,2008,20,0.880767
Region 3,2008,20,1.18652
Region 4,2008,20,0.659798
Region 5,2008,20,0.63514
Region 6,2008,20,1.24627
Region 7,2008,20,0.408883
Region 8,2008,20,0.423739
Region 9,2008,20,0.807717
Region 10,2008,20,0.73253
National,2008,20,0.787315
Region 1,2008,21,0.384382
Region 2,2008,21,0.922142
Region 3,2008,21,1.07191
Region 4,2008,21,0.629724
Region 5,2008,21,0.711187
Region 6,2008,21,1.3772
Region 7,2008,21,0.499312
Region 8,2008,21,0.250701
Region 9,2008,21,0.772448
Region 10,2008,21,0.895704
National,2008,21,0.805439
Region 1,2008,22,0.467701
Region 2,2008,22,0.995011
Region 3,2008,22,0.773491
Region 4,2008,22,0.620291
Region 5,2008,22,1.08517
Region 6,2008,22,1.78743
Region 7,2008,22,0.505167
Region 8,2008,22,0.216593
Region 9,2008,22,0.695388
Region 10,2008,22,0.809374
National,2008,22,0.886061
Region 1,2008,23,0.497809
Region 2,2008,23,1.25793
Region 3,2008,23,0.894838
Region 4,2008,23,0.42723
Region 5,2008,23,0.688487
Region 6,2008,23,1.27026
Region 7,2008,23,0.636344
Region 8,2008,23,0.192849
Region 9,2008,23,0.662652
Region 10,2008,23,0.476436
National,2008,23,0.743743
Region 1,2008,24,0.316276
Region 2,2008,24,0.801164
Region 3,2008,24,0.476367
Region 4,2008,24,0.409588
Region 5,2008,24,0.503618
Region 6,2008,24,1.61695
Region 7,2008,24,0.520546
Region 8,2008,24,0.335201
Region 9,2008,24,0.926771
Region 10,2008,24,0.870867
National,2008,24,0.706842
Region 1,2008,25,0.419145
Region 2,2008,25,0.839832
Region 3,2008,25,0.509539
Region 4,2008,25,0.354374
Region 5,2008,25,0.610861
Region 6,2008,25,1.30054
Region 7,2008,25,0.512743
Region 8,2008,25,0.344485
Region 9,2008,25,0.654764
Region 10,2008,25,1.00221
National,2008,25,0.655943
Region 1,2008,26,0.562599
Region 2,2008,26,0.791804
Region 3,2008,26,0.648383
Region 4,2008,26,0.355722
Region 5,2008,26,0.53902
Region 6,2008,26,1.35669
Region 7,2008,26,0.67934
Region 8,2008,26,0.271698
Region 9,2008,26,0.525792
Region 10,2008,26,0.545652
National,2008,26,0.633492
Region 1,2008,27,0.423335
Region 2,2008,27,0.735728
Region 3,2008,27,0.574585
Region 4,2008,27,0.392735
Region 5,2008,27,0.444662
Region 6,2008,27,1.21758
Region 7,2008,27,0.61709
Region 8,2008,27,0.227625
Region 9,2008,27,0.490139
Region 10,2008,27,0.403195
National,2008,27,0.571837
Region 1,2008,28,0.297528
Region 2,2008,28,0.643812
Region 3,2008,28,0.483523
Region 4,2008,28,0.311408
Region 5,2008,28,0.370016
Region 6,2008,28,1.28951
Region 7,2008,28,0.630218
Region 8,2008,28,0.172339
Region 9,2008,28,0.66638
Region 10,2008,28,0.724308
National,2008,28,0.558278
Region 1,2008,29,0.234993
Region 2,2008,29,0.690622
Region 3,2008,29,0.452022
Region 4,2008,29,0.283478
Region 5,2008,29,0.596122
Region 6,2008,29,1.64681
Region 7,2008,29,0.546444
Region 8,2008,29,0.288549
Region 9,2008,29,0.517966
Region 10,2008,29,0.432846
National,2008,29,0.597893
Region 1,2008,30,0.585132
Region 2,2008,30,0.587937
Region 3,2008,30,0.626633
Region 4,2008,30,0.290936
Region 5,2008,30,0.447741
Region 6,2008,30,1.32273
Region 7,2008,30,0.632507
Region 8,2008,30,0.240035
Region 9,2008,30,0.487935
Region 10,2008,30,0.704817
National,2008,30,0.577222
Region 1,2008,31,0.410196
Region 2,2008,31,0.576315
Region 3,2008,31,0.653799
Region 4,2008,31,0.342307
Region 5,2008,31,0.52396
Region 6,2008,31,1.2331
Region 7,2008,31,0.654066
Region 8,2008,31,0.185223
Region 9,2008,31,0.35309
Region 10,2008,31,1.57639
National,2008,31,0.596987
Region 1,2008,32,0.17845
Region 2,2008,32,0.615801
Region 3,2008,32,0.661612
Region 4,2008,32,0.325874
Region 5,2008,32,0.55268
Region 6,2008,32,1.48116
Region 7,2008,32,0.652644
Region 8,2008,32,0.244964
Region 9,2008,32,0.314775
Region 10,2008,32,0.47378
National,2008,32,0.564653
Region 1,2008,33,0.316313
Region 2,2008,33,0.614512
Region 3,2008,33,0.431833
Region 4,2008,33,0.558999
Region 5,2008,33,0.510381
Region 6,2008,33,1.42178
Region 7,2008,33,0.434162
Region 8,2008,33,0.217215
Region 9,2008,33,0.441443
Region 10,2008,33,0.452481
National,2008,33,0.585682
Region 1,2008,34,0.307538
Region 2,2008,34,0.510857
Region 3,2008,34,0.401521
Region 4,2008,34,0.381878
Region 5,2008,34,0.502759
Region 6,2008,34,1.07296
Region 7,2008,34,0.320157
Region 8,2008,34,0.245169
Region 9,2008,34,0.463936
Region 10,2008,34,0.462536
National,2008,34,0.503985
Region 1,2008,35,0.375332
Region 2,2008,35,0.645227
Region 3,2008,35,0.498189
Region 4,2008,35,0.431975
Region 5,2008,35,0.545611
Region 6,2008,35,0.646587
Region 7,2008,35,0.278706
Region 8,2008,35,0.234939
Region 9,2008,35,0.286637
Region 10,2008,35,0.455546
National,2008,35,0.468139
Region 1,2008,36,0.303808
Region 2,2008,36,0.599842
Region 3,2008,36,0.585811
Region 4,2008,36,0.430059
Region 5,2008,36,0.513413
Region 6,2008,36,1.25761
Region 7,2008,36,0.556471
Region 8,2008,36,0.248005
Region 9,2008,36,0.47057
Region 10,2008,36,0.491533
National,2008,36,0.576455
Region 1,2008,37,0.300516
Region 2,2008,37,0.567773
Region 3,2008,37,0.619143
Region 4,2008,37,0.529994
Region 5,2008,37,0.5512
Region 6,2008,37,1.95031
Region 7,2008,37,0.779406
Region 8,2008,37,0.374251
Region 9,2008,37,0.386188
Region 10,2008,37,0.400332
National,2008,37,0.681361
Region 1,2008,38,0.326305
Region 2,2008,38,0.800606
Region 3,2008,38,0.625056
Region 4,2008,38,0.648309
Region 5,2008,38,0.567865
Region 6,2008,38,2.26597
Region 7,2008,38,0.381381
Region 8,2008,38,0.443379
Region 9,2008,38,0.421543
Region 10,2008,38,1.34238
National,2008,38,0.794764
Region 1,2008,39,0.341255
Region 2,2008,39,0.902957
Region 3,2008,39,0.783669
Region 4,2008,39,0.716336
Region 5,2008,39,0.642551
Region 6,2008,39,1.52085
Region 7,2008,39,0.378678
Region 8,2008,39,0.211139
Region 9,2008,39,0.949761
Region 10,2008,39,2.27872
National,2008,39,0.868116
Region 1,2008,40,0.456622
Region 2,2008,40,0.712588
Region 3,2008,40,1.43352
Region 4,2008,40,0.993264
Region 5,2008,40,0.645469
Region 6,2008,40,2.10322
Region 7,2008,40,0.528797
Region 8,2008,40,0.388526
Region 9,2008,40,1.25641
Region 10,2008,40,1.24201
National,2008,40,1.06828
Region 1,2008,41,0.5976
Region 2,2008,41,0.956882
Region 3,2008,41,1.29668
Region 4,2008,41,0.983261
Region 5,2008,41,0.630293
Region 6,2008,41,1.6535
Region 7,2008,41,0.320973
Region 8,2008,41,0.212938
Region 9,2008,41,1.25885
Region 10,2008,41,1.17039
National,2008,41,1.00756
Region 1,2008,42,0.446498
Region 2,2008,42,0.828672
Region 3,2008,42,1.06657
Region 4,2008,42,0.92156
Region 5,2008,42,0.603091
Region 6,2008,42,1.38716
Region 7,2008,42,0.542403
Region 8,2008,42,0.518505
Region 9,2008,42,1.42404
Region 10,2008,42,1.55287
National,2008,42,0.979399
Region 1,2008,43,0.550387
Region 2,2008,43,0.819794
Region 3,2008,43,1.40942
Region 4,2008,43,1.04495
Region 5,2008,43,0.686608
Region 6,2008,43,1.54191
Region 7,2008,43,0.377616
Region 8,2008,43,0.470801
Region 9,2008,43,1.35762
Region 10,2008,43,1.44267
National,2008,43,1.04943
Region 1,2008,44,0.629068
Region 2,2008,44,0.991578
Region 3,2008,44,1.64878
Region 4,2008,44,1.27305
Region 5,2008,44,0.639526
Region 6,2008,44,2.16741
Region 7,2008,44,0.238077
Region 8,2008,44,0.476816
Region 9,2008,44,0.869323
Region 10,2008,44,1.67029
National,2008,44,1.13218
Region 1,2008,45,0.797354
Region 2,2008,45,1.21382
Region 3,2008,45,1.91851
Region 4,2008,45,1.14333
Region 5,2008,45,0.745354
Region 6,2008,45,1.63041
Region 7,2008,45,0.246876
Region 8,2008,45,0.544768
Region 9,2008,45,0.888239
Region 10,2008,45,1.96893
National,2008,45,1.13156
Region 1,2008,46,0.791971
Region 2,2008,46,1.17905
Region 3,2008,46,1.88425
Region 4,2008,46,1.33448
Region 5,2008,46,0.830782
Region 6,2008,46,1.48737
Region 7,2008,46,0.387511
Region 8,2008,46,0.237538
Region 9,2008,46,1.01415
Region 10,2008,46,1.47984
National,2008,46,1.15469
Region 1,2008,47,0.800609
Region 2,2008,47,1.23391
Region 3,2008,47,1.73532
Region 4,2008,47,1.34703
Region 5,2008,47,0.805055
Region 6,2008,47,1.85478
Region 7,2008,47,0.629105
Region 8,2008,47,0.220279
Region 9,2008,47,1.05422
Region 10,2008,47,1.46037
National,2008,47,1.20448
Region 1,2008,48,0.824359
Region 2,2008,48,1.60649
Region 3,2008,48,1.81034
Region 4,2008,48,1.53837
